2026-08-13 17:48:13,126 | INFO | log_code=qwen3_3_moe.py:587 function=main | Arguments | {'model_path': 'master', 'prompt': 'Explain why the sky is blue in one sentence.', 'max_new_tokens': 4, 'device': 'auto', 'dtype': 'auto', 'temperature': 0.0, 'top_k': 0, 'seed': 42, 'trace_layers': '0,last', 'tensor_values': 6, 'router_rows': 4, 'log_top_tokens': 5, 'log_level': 'INFO', 'log_file': 'qwen3_3_moe_trace.log', 'tiny_random': False}
2026-08-13 17:48:17,827 | INFO | log_code=qwen3_3_moe.py:452 function=log_model_layout | Model | parameters=30532122624 layers=48 hidden=2048 attention_heads=32 kv_heads=4 experts=128 top_k=8
2026-08-13 17:48:17,827 | INFO | log_code=qwen3_3_moe.py:463 function=log_model_layout | Device map | {'model.embed_tokens': 0, 'model.layers.0': 'cpu', 'model.layers.1': 'cpu', 'model.layers.2': 'cpu', 'model.layers.3': 'cpu', 'model.layers.4': 'cpu', 'model.layers.5': 'cpu', 'model.layers.6': 'cpu', 'model.layers.7': 'cpu', 'model.layers.8': 'cpu', 'model.layers.9': 'cpu', 'model.layers.10': 'cpu', 'model.layers.11': 'cpu', 'model.layers.12': 'cpu', 'model.layers.13': 'cpu', 'model.layers.14': 'cpu', 'model.layers.15': 'cpu', 'model.layers.16': 'cpu', 'model.layers.17': 'cpu', 'model.layers.18': 'cpu', 'model.layers.19': 'cpu', 'model.layers.20': 'cpu', 'model.layers.21': 'cpu', 'model.layers.22': 'cpu', 'model.layers.23': 'cpu', 'model.layers.24': 'cpu', 'model.layers.25': 'cpu', 'model.layers.26': 'cpu', 'model.layers.27': 'cpu', 'model.layers.28': 'cpu', 'model.layers.29': 'cpu', 'model.layers.30': 'cpu', 'model.layers.31': 'cpu', 'model.layers.32': 'cpu', 'model.layers.33': 'cpu', 'model.layers.34': 'cpu', 'model.layers.35': 'cpu', 'model.layers.36': 'cpu', 'model.layers.37': 'cpu', 'model.layers.38': 'cpu', 'model.layers.39': 'cpu', 'model.layers.40': 'disk', 'model.layers.41': 'disk', 'model.layers.42': 'disk', 'model.layers.43': 'disk', 'model.layers.44': 'disk', 'model.layers.45': 'disk', 'model.layers.46': 'disk', 'model.layers.47': 'disk', 'model.norm': 'disk', 'model.rotary_emb': 'disk', 'lm_head': 'disk'}
2026-08-13 17:48:17,835 | INFO | log_code=qwen3_3_moe.py:234 function=install | Tracing layers: [0, 47]
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:518 function=run_generation | Prompt | 'Explain why the sky is blue in one sentence.'
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:519 function=run_generation | Prompt input_ids | [[840, 20772, 3170, 279, 12884, 374, 6303, 304, 825, 11652, 13]]
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:520 function=run_generation | Prompt tokens | ['Ex', 'plain', 'Ġwhy', 'Ġthe', 'Ġsky', 'Ġis', 'Ġblue', 'Ġin', 'Ġone', 'Ġsentence', '.']
2026-08-13 17:48:17,836 | INFO | log_code=qwen3_3_moe.py:529 function=run_generation | STEP 0 BEGIN | phase=prefill input_shape=(1, 11) attention_mask_shape=(1, 11) cache_before=0
2026-08-13 17:48:29,254 | INFO | log_code=qwen3_3_moe.py:325 function=hook | model_code=modeling_qwen3_moe.py:174 function=Qwen3MoeAttention.forward | variable=layer[47].v_cache | shape=(1, 4, 14, 128) dtype=torch.bfloat16 device=cuda:0 min=-8.3125 max=6 mean=0.0253993 std=0.710658 sample=[0.026123046875, 0.197265625, 0.0751953125, -0.0257568359375, -0.0498046875, -0.0106201171875]
2026-08-13 17:48:29,254 | INFO | log_code=qwen3_3_moe.py:333 function=hook | model_code=modeling_qwen3_moe.py:193 function=Qwen3MoeAttention.forward | variable=layer[47].attention_output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-46 max=3.45312 mean=-0.034666 std=1.18849 sample=[-0.0322265625, -0.734375, 0.91015625, 0.44921875, -0.298828125, -0.5859375]
2026-08-13 17:48:29,254 | INFO | log_code=qwen3_3_moe.py:340 function=hook | model_code=modeling_qwen3_moe.py:114 function=eager_attention_forward | variable=layer[47].attention_weights | shape=(1, 32, 1, 14) dtype=torch.bfloat16 device=cuda:0 min=8.04663e-07 max=0.964844 mean=0.0714495 std=0.17923 sample=[0.64453125, 0.0009613037109375, 0.00347900390625, 0.00592041015625, 0.0068359375, 0.032958984375]
2026-08-13 17:48:29,255 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:358 function=Qwen3MoeDecoderLayer.forward | variable=layer[47].post_attention_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-5.96875 max=34.75 mean=0.0496386 std=1.33916 sample=[-1.7421875, 0.59375, 0.251953125, 0.466796875, 0.2578125, 0.92578125]
2026-08-13 17:48:29,257 | INFO | log_code=qwen3_3_moe.py:363 function=hook | model_code=modeling_qwen3_moe.py:231 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].router_logits | shape=(1, 128) dtype=torch.bfloat16 device=cuda:0 min=-8.375 max=-2.23438 mean=-5.51318 std=1.25529 sample=[-5.3125, -7.75, -6.375, -6.3125, -6.5625, -7.25]
2026-08-13 17:48:29,257 | INFO | log_code=qwen3_3_moe.py:369 function=hook | model_code=modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].selected_experts_last_1 | [[54, 90, 27, 78, 32, 63, 34, 114]]
2026-08-13 17:48:29,257 | INFO | log_code=qwen3_3_moe.py:376 function=hook | model_code=modeling_qwen3_moe.py:234 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].routing_weights_last_1 | [[0.24250555038452148, 0.19792728126049042, 0.17742085456848145, 0.08782969415187836, 0.08380768448114395, 0.07750944048166275, 0.07168450206518173, 0.06131500378251076]]
2026-08-13 17:48:29,257 | INFO | log_code=qwen3_3_moe.py:383 function=hook | model_code=modeling_qwen3_moe.py:249 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].expert_load | [(27, 1), (32, 1), (34, 1), (54, 1), (63, 1), (78, 1), (90, 1), (114, 1)]
2026-08-13 17:48:29,293 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:263 function=Qwen3MoeSparseMoeBlock.forward | variable=layer[47].mlp_output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-14 max=33.25 mean=0.0229595 std=1.20037 sample=[0.57421875, 1.1015625, -0.54296875, -0.1123046875, 0.08251953125, -0.2197265625]
2026-08-13 17:48:29,294 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:363 function=Qwen3MoeDecoderLayer.forward | variable=layer[47].output | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-61.25 max=17.875 mean=0.00904429 std=2.27339 sample=[-2.265625, 1.9765625, -0.15625, 0.62109375, 0.50390625, 1.1171875]
2026-08-13 17:48:29,294 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:498 function=Qwen3MoeModel.forward | variable=final_norm | shape=(1, 1, 2048) dtype=torch.bfloat16 device=cuda:0 min=-22.75 max=64.5 mean=0.0896505 std=2.81953 sample=[-2.4375, 2.328125, -0.197265625, 0.78125, 0.65625, 1.390625]
2026-08-13 17:48:29,394 | INFO | log_code=qwen3_3_moe.py:255 function=hook | model_code=modeling_qwen3_moe.py:665 function=Qwen3MoeForCausalLM.forward | variable=lm_head.logits | shape=(1, 1, 151936) dtype=torch.bfloat16 device=cuda:0 min=-14.125 max=37.5 mean=-2.43319 std=3.169 sample=[10.375, 11.6875, 8.4375, 7.625, 4.5, 6.75]
2026-08-13 17:48:29,395 | INFO | log_code=qwen3_3_moe.py:478 function=log_candidates | Next-token candidates | [{'id': 6303, 'text': ' blue', 'probability': 0.9999935626983643}, {'id': 105681, 'text': '蓝色', 'probability': 5.42221323485137e-06}, {'id': 12203, 'text': 'blue', 'probability': 3.466305145138904e-07}, {'id': 311, 'text': ' to', 'probability': 1.8553795655407157e-07}, {'id': 198, 'text': '\n', 'probability': 1.6373665800983872e-07}]
2026-08-13 17:48:29,395 | INFO | log_code=qwen3_3_moe.py:555 function=run_generation | STEP 3 END | generated_id=6303 generated_text=' blue' cache_after=14
2026-08-13 17:48:29,396 | INFO | log_code=qwen3_3_moe.py:577 function=run_generation | Generated token ids | [576, 12884, 7952, 6303]
2026-08-13 17:48:29,396 | INFO | log_code=qwen3_3_moe.py:578 function=run_generation | Generated text | ' The sky appears blue'
